# UltraTide data for line 2655P1028/nrt
#Shot    Time               status  ultraTide 
#Name: ACO.ULTRATIDE1
  4030   1252027290.6680    0     0.16 
  4029   1252027296.2600    0     0.16 
  4028   1252027301.8760    0     0.16 
  4027   1252027307.4480    0     0.16 
  4026   1252027313.0240    0     0.16 
  4025   1252027318.6600    0     0.16 
  4024   1252027324.2680    0     0.16 
  4023   1252027329.8760    0     0.16 
  4022   1252027335.4880    0     0.16 
  4021   1252027341.0760    0     0.16 
  4020   1252027346.6800    0     0.16 
  4019   1252027352.2480    0     0.16 
  4018   1252027357.8520    0     0.16 
  4017   1252027363.4000    0     0.16 
  4016   1252027368.9880    0     0.16 
  4015   1252027374.6400    0     0.16 
  4014   1252027380.1800    0     0.16 
  4013   1252027385.8120    0     0.16 
  4012   1252027391.3480    0     0.16 
  4011   1252027396.9320    0     0.16 
  4010   1252027402.6200    0     0.16 
  4009   1252027408.1680    0     0.16 
  4008   1252027413.7320    0     0.16 
  4007   1252027419.3080    0     0.16 
  4006   1252027424.9800    0     0.16 
  4005   1252027430.5800    0     0.16 
  4004   1252027436.1520    0     0.16 
  4003   1252027441.8280    0     0.16 
  4002   1252027447.3760    0     0.16 
  4001   1252027452.9920    0     0.16 
  4000   1252027458.6600    0     0.16 
  3999   1252027464.2680    0     0.16 
  3998   1252027469.8400    0     0.16 
  3997   1252027475.4760    0     0.16 
  3996   1252027481.1200    0     0.16 
  3995   1252027486.7000    0     0.16 
  3994   1252027492.3840    0     0.16 
  3993   1252027497.9720    0     0.16 
  3992   1252027503.5640    0     0.16 
  3991   1252027509.2000    0     0.16 
  3990   1252027514.8240    0     0.16 
  3989   1252027520.4200    0     0.16 
  3988   1252027526.0680    0     0.16 
  3987   1252027531.6880    0     0.16 
  3986   1252027537.2880    0     0.16 
  3985   1252027542.9160    0     0.16 
  3984   1252027548.5160    0     0.16 
  3983   1252027554.1560    0     0.16 
  3982   1252027559.7200    0     0.16 
  3981   1252027565.3000    0     0.16 
  3980   1252027570.8720    0     0.16 
  3979   1252027576.4760    0     0.16 
  3978   1252027582.1080    0     0.16 
  3977   1252027587.6920    0     0.16 
  3976   1252027593.2760    0     0.16 
  3975   1252027598.9720    0     0.16 
  3974   1252027604.5840    0     0.16 
  3973   1252027610.1840    0     0.16 
  3972   1252027615.8320    0     0.16 
  3971   1252027621.5160    0     0.16 
  3970   1252027627.1400    0     0.16 
  3969   1252027632.6760    0     0.16 
  3968   1252027638.3120    0     0.16 
  3967   1252027643.9440    0     0.16 
  3966   1252027649.6000    0     0.16 
  3965   1252027655.1880    0     0.16 
  3964   1252027660.7720    0     0.16 
  3963   1252027666.4440    0     0.16 
  3962   1252027672.0160    0     0.16 
  3961   1252027677.6680    0     0.16 
  3960   1252027683.2640    0     0.16 
  3959   1252027688.9360    0     0.16 
  3958   1252027694.5360    0     0.16 
  3957   1252027700.0680    0     0.16 
  3956   1252027705.7000    0     0.16 
  3955   1252027711.3720    0     0.16 
  3954   1252027716.9080    0     0.16 
  3953   1252027722.5440    0     0.16 
  3952   1252027728.1760    0     0.16 
  3951   1252027733.8120    0     0.16 
  3950   1252027739.4280    0     0.16 
  3949   1252027745.0680    0     0.16 
  3948   1252027750.6080    0     0.16 
  3947   1252027756.2480    0     0.16 
  3946   1252027761.9000    0     0.16 
  3945   1252027767.5200    0     0.16 
  3944   1252027773.0880    0     0.16 
  3943   1252027778.7040    0     0.16 
  3942   1252027784.3160    0     0.16 
  3941   1252027789.9280    0     0.16 
  3940   1252027795.5760    0     0.16 
  3939   1252027801.1960    0     0.15 
  3938   1252027806.7480    0     0.15 
  3937   1252027812.4360    0     0.15 
  3936   1252027818.0360    0     0.15 
  3935   1252027823.6360    0     0.15 
  3934   1252027829.2360    0     0.15 
  3933   1252027834.8600    0     0.15 
  3932   1252027840.4680    0     0.15 
  3931   1252027846.0920    0     0.15 
  3930   1252027851.6640    0     0.15 
  3929   1252027857.2360    0     0.15 
  3928   1252027862.8880    0     0.15 
  3927   1252027868.5040    0     0.15 
  3926   1252027874.1240    0     0.15 
  3925   1252027879.7320    0     0.15 
  3924   1252027885.3160    0     0.15 
  3923   1252027890.9640    0     0.15 
  3922   1252027896.6080    0     0.15 
  3921   1252027902.2480    0     0.15 
  3920   1252027907.8400    0     0.15 
  3919   1252027913.5040    0     0.15 
  3918   1252027919.1920    0     0.15 
  3917   1252027924.8400    0     0.15 
  3916   1252027930.5560    0     0.15 
  3915   1252027936.1440    0     0.15 
  3914   1252027941.7880    0     0.15 
  3913   1252027947.4480    0     0.15 
  3912   1252027953.0720    0     0.15 
  3911   1252027958.7600    0     0.15 
  3910   1252027964.4120    0     0.15 
  3909   1252027970.0760    0     0.15 
  3908   1252027975.7080    0     0.15 
  3907   1252027981.3280    0     0.15 
  3906   1252027986.9840    0     0.15 
  3905   1252027992.6320    0     0.15 
  3904   1252027998.2400    0     0.15 
  3903   1252028003.8640    0     0.15 
  3902   1252028009.5000    0     0.15 
  3901   1252028015.1560    0     0.15 
  3900   1252028020.7840    0     0.15 
  3899   1252028026.4400    0     0.15 
  3898   1252028032.1080    0     0.15 
  3897   1252028037.7680    0     0.15 
  3896   1252028043.3560    0     0.15 
  3895   1252028049.0880    0     0.15 
  3894   1252028054.7200    0     0.15 
  3893   1252028060.4040    0     0.15 
  3892   1252028066.2120    0     0.15 
  3891   1252028071.7960    0     0.15 
  3890   1252028077.4240    0     0.15 
  3889   1252028083.1400    0     0.15 
  3888   1252028088.8040    0     0.15 
  3887   1252028094.4720    0     0.15 
  3886   1252028100.1640    0     0.15 
  3885   1252028105.8480    0     0.15 
  3884   1252028111.5080    0     0.15 
  3883   1252028117.1920    0     0.15 
  3882   1252028122.8080    0     0.15 
  3881   1252028128.4360    0     0.15 
  3880   1252028134.1520    0     0.15 
  3879   1252028139.8280    0     0.15 
  3878   1252028145.4440    0     0.15 
  3877   1252028151.1000    0     0.15 
  3876   1252028156.7840    0     0.15 
  3875   1252028162.3840    0     0.15 
  3874   1252028168.0040    0     0.15 
  3873   1252028173.6240    0     0.15 
  3872   1252028179.2120    0     0.15 
  3871   1252028184.8480    0     0.15 
  3870   1252028190.5040    0     0.15 
  3869   1252028196.1280    0     0.15 
  3868   1252028201.7560    0     0.15 
  3867   1252028207.3520    0     0.15 
  3866   1252028212.9560    0     0.15 
  3865   1252028218.5480    0     0.15 
  3864   1252028224.1880    0     0.15 
  3863   1252028229.7800    0     0.15 
  3862   1252028235.4320    0     0.15 
  3861   1252028241.0320    0     0.15 
  3860   1252028246.7400    0     0.15 
  3859   1252028252.3480    0     0.15 
  3858   1252028257.9320    0     0.15 
  3857   1252028263.5560    0     0.15 
  3856   1252028269.1120    0     0.15 
  3855   1252028274.7040    0     0.15 
  3854   1252028280.2600    0     0.15 
  3853   1252028285.8160    0     0.15 
  3852   1252028291.3400    0     0.15 
  3851   1252028296.9680    0     0.15 
  3850   1252028302.5880    0     0.15 
  3849   1252028308.2200    0     0.15 
  3848   1252028313.7680    0     0.15 
  3847   1252028319.3720    0     0.15 
  3846   1252028324.9520    0     0.15 
  3845   1252028330.5280    0     0.15 
  3844   1252028336.2120    0     0.15 
  3843   1252028341.8240    0     0.15 
  3842   1252028347.4400    0     0.15 
  3841   1252028353.0560    0     0.15 
  3840   1252028358.6120    0     0.15 
  3839   1252028364.2120    0     0.15 
  3838   1252028369.8360    0     0.15 
  3837   1252028375.3840    0     0.15 
  3836   1252028381.0000    0     0.15 
  3835   1252028386.6400    0     0.15 
  3834   1252028392.2640    0     0.15 
  3833   1252028397.8320    0     0.15 
  3832   1252028403.4360    0     0.13 
  3831   1252028409.0080    0     0.13 
  3830   1252028414.6120    0     0.13 
  3829   1252028420.2000    0     0.13 
  3828   1252028425.8400    0     0.13 
  3827   1252028431.5160    0     0.13 
  3826   1252028437.1200    0     0.13 
  3825   1252028442.7280    0     0.13 
  3824   1252028448.3440    0     0.13 
  3823   1252028453.9680    0     0.13 
  3822   1252028459.5520    0     0.13 
  3821   1252028465.1840    0     0.13 
  3820   1252028470.7840    0     0.13 
  3819   1252028476.4320    0     0.13 
  3818   1252028482.0400    0     0.13 
  3817   1252028487.6760    0     0.13 
  3816   1252028493.2400    0     0.13 
  3815   1252028498.9080    0     0.13 
  3814   1252028504.5520    0     0.13 
  3813   1252028510.1920    0     0.13 
  3812   1252028515.7720    0     0.13 
  3811   1252028521.3800    0     0.13 
  3810   1252028527.0560    0     0.13 
  3809   1252028532.6720    0     0.13 
  3808   1252028538.3000    0     0.13 
  3807   1252028543.9200    0     0.13 
  3806   1252028549.5240    0     0.13 
  3805   1252028555.1080    0     0.13 
  3804   1252028560.6840    0     0.13 
  3803   1252028566.3320    0     0.13 
  3802   1252028571.9800    0     0.13 
  3801   1252028577.5920    0     0.13 
  3800   1252028583.1840    0     0.13 
  3799   1252028588.7960    0     0.13 
  3798   1252028594.4400    0     0.13 
  3797   1252028600.0360    0     0.13 
  3796   1252028605.6760    0     0.13 
  3795   1252028611.2840    0     0.13 
