# UltraTide data for line 4033P1031/a031
#Shot    Time               status  ultraTide 
#Name: ACO.ULTRATIDE1
  1637   1252123430.8400    0     -0.01 
  1638   1252123436.4880    0     -0.01 
  1639   1252123441.9160    0     -0.01 
  1640   1252123447.4840    0     -0.01 
  1641   1252123453.1480    0     -0.01 
  1642   1252123458.7560    0     -0.01 
  1643   1252123464.2920    0     -0.01 
  1644   1252123469.9880    0     -0.01 
  1645   1252123475.6200    0     -0.01 
  1646   1252123481.0120    0     -0.01 
  1647   1252123486.6160    0     -0.01 
  1648   1252123492.1760    0     -0.01 
  1649   1252123497.7720    0     -0.01 
  1650   1252123503.2600    0     -0.01 
  1651   1252123508.8960    0     -0.01 
  1652   1252123514.3280    0     -0.01 
  1653   1252123519.8800    0     -0.01 
  1654   1252123525.4800    0     -0.01 
  1655   1252123530.9640    0     -0.01 
  1656   1252123536.5920    0     -0.01 
  1657   1252123542.0520    0     -0.01 
  1658   1252123547.7080    0     -0.01 
  1659   1252123553.2200    0     -0.01 
  1660   1252123558.7040    0     -0.01 
  1661   1252123564.3080    0     -0.01 
  1662   1252123569.7200    0     -0.01 
  1663   1252123575.3320    0     -0.01 
  1664   1252123580.7440    0     -0.01 
  1665   1252123586.2640    0     -0.01 
  1666   1252123591.9600    0     -0.01 
  1667   1252123597.2840    0     -0.01 
  1668   1252123603.0360    0     -0.01 
  1669   1252123608.4200    0     -0.01 
  1670   1252123614.1320    0     -0.01 
  1671   1252123619.5400    0     -0.01 
  1672   1252123625.0680    0     -0.01 
  1673   1252123630.5360    0     -0.01 
  1674   1252123636.0920    0     -0.01 
  1675   1252123641.6240    0     -0.01 
  1676   1252123647.2160    0     -0.01 
  1677   1252123652.5840    0     -0.01 
  1678   1252123658.2640    0     -0.01 
  1679   1252123663.5760    0     -0.01 
  1680   1252123669.1400    0     -0.01 
  1681   1252123674.6880    0     -0.01 
  1682   1252123680.2440    0     -0.01 
  1683   1252123685.7120    0     -0.01 
  1684   1252123691.2880    0     -0.01 
  1685   1252123696.8600    0     -0.01 
  1686   1252123702.4960    0     -0.01 
  1687   1252123708.0200    0     -0.01 
  1688   1252123713.5480    0     -0.01 
  1689   1252123719.2000    0     -0.01 
  1690   1252123724.6880    0     -0.01 
  1691   1252123730.3240    0     -0.01 
  1692   1252123735.7440    0     -0.01 
  1693   1252123741.3320    0     -0.01 
  1694   1252123746.8680    0     -0.01 
  1695   1252123752.4640    0     -0.01 
  1696   1252123757.9640    0     -0.01 
  1697   1252123763.6040    0     -0.01 
  1698   1252123769.0040    0     -0.01 
  1699   1252123774.8240    0     -0.01 
  1700   1252123780.2400    0     -0.01 
  1701   1252123785.7280    0     -0.01 
  1702   1252123791.2960    0     -0.01 
  1703   1252123796.8800    0     -0.01 
  1704   1252123802.3240    0     -0.04 
  1705   1252123807.9680    0     -0.04 
  1706   1252123813.5320    0     -0.04 
  1707   1252123819.0600    0     -0.04 
  1708   1252123824.5640    0     -0.04 
  1709   1252123830.1760    0     -0.04 
  1710   1252123835.7000    0     -0.04 
  1711   1252123841.2920    0     -0.04 
  1712   1252123846.8720    0     -0.04 
  1713   1252123852.4720    0     -0.04 
