Line,Shot,Time,Min feather,Max feather,Avg feather
3715,5008,1251225218,-0.78,-0.64,-0.70
3715,5007,1251225223,-0.78,-0.64,-0.70
3715,5006,1251225229,-0.77,-0.64,-0.69
3715,5005,1251225235,-0.77,-0.63,-0.69
3715,5004,1251225240,-0.76,-0.63,-0.69
3715,5003,1251225246,-0.76,-0.63,-0.69
3715,5002,1251225251,-0.76,-0.63,-0.68
3715,5001,1251225257,-0.75,-0.63,-0.68
3715,5000,1251225263,-0.75,-0.63,-0.68
3715,4999,1251225268,-0.75,-0.62,-0.68
3715,4998,1251225274,-0.75,-0.62,-0.68
3715,4997,1251225279,-0.74,-0.62,-0.67
3715,4996,1251225285,-0.74,-0.62,-0.67
3715,4995,1251225291,-0.74,-0.62,-0.67
3715,4994,1251225296,-0.73,-0.62,-0.67
3715,4993,1251225302,-0.73,-0.61,-0.66
3715,4992,1251225308,-0.73,-0.61,-0.66
3715,4991,1251225313,-0.73,-0.61,-0.66
3715,4990,1251225319,-0.72,-0.61,-0.66
3715,4989,1251225324,-0.72,-0.60,-0.65
3715,4988,1251225330,-0.72,-0.60,-0.65
3715,4987,1251225335,-0.72,-0.60,-0.65
3715,4986,1251225341,-0.71,-0.60,-0.64
3715,4985,1251225346,-0.71,-0.59,-0.64
3715,4984,1251225352,-0.71,-0.59,-0.64
3715,4983,1251225358,-0.70,-0.59,-0.64
3715,4982,1251225363,-0.70,-0.58,-0.63
3715,4981,1251225369,-0.70,-0.58,-0.63
3715,4980,1251225374,-0.69,-0.58,-0.63
3715,4979,1251225380,-0.69,-0.58,-0.62
3715,4978,1251225385,-0.69,-0.57,-0.62
3715,4977,1251225391,-0.68,-0.57,-0.62
3715,4976,1251225397,-0.68,-0.57,-0.62
3715,4975,1251225402,-0.68,-0.57,-0.61
3715,4974,1251225408,-0.68,-0.56,-0.61
3715,4973,1251225413,-0.67,-0.56,-0.61
3715,4972,1251225419,-0.67,-0.56,-0.61
3715,4971,1251225425,-0.67,-0.56,-0.60
3715,4970,1251225430,-0.67,-0.55,-0.60
3715,4969,1251225436,-0.67,-0.55,-0.60
3715,4968,1251225441,-0.66,-0.55,-0.60
3715,4967,1251225447,-0.66,-0.55,-0.59
3715,4966,1251225452,-0.66,-0.55,-0.59
3715,4965,1251225458,-0.66,-0.54,-0.59
3715,4964,1251225464,-0.66,-0.54,-0.59
3715,4963,1251225469,-0.65,-0.54,-0.58
3715,4962,1251225475,-0.65,-0.53,-0.58
3715,4961,1251225480,-0.65,-0.53,-0.58
3715,4960,1251225486,-0.65,-0.53,-0.58
3715,4959,1251225492,-0.65,-0.53,-0.57
3715,4958,1251225497,-0.65,-0.52,-0.57
3715,4957,1251225503,-0.64,-0.52,-0.57
3715,4956,1251225509,-0.64,-0.52,-0.57
3715,4955,1251225515,-0.64,-0.52,-0.56
3715,4954,1251225520,-0.63,-0.51,-0.56
3715,4953,1251225526,-0.63,-0.51,-0.56
3715,4952,1251225532,-0.63,-0.51,-0.56
3715,4951,1251225537,-0.62,-0.51,-0.55
3715,4950,1251225543,-0.62,-0.50,-0.55
